,Year,Country Name,Medal,Host,Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Air transport, passengers carried",Cereal production (metric tons),Cereal yield (kg per hectare),DEC alternative conversion factor (LCU per US$),Discrepancy in expenditure estimate of GDP (current LCU),Exports of goods and services (% of GDP),Exports of goods and services (current US$),External balance on goods and services (% of GDP),External balance on goods and services (current LCU),External balance on goods and services (current US$),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)",GDP deflator (base year varies by country),GDP growth (annual %),GDP per capita (constant 2010 US$),General government final consumption expenditure (% of GDP),Gross capital formation (% of GDP),"Immunization, DPT (% of children ages 12-23 months)","Inflation, GDP deflator (annual %)",Land area (sq. km),Lower secondary school starting age (years),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Mobile cellular subscriptions,Number of infant deaths,"Population ages 25-29, female (% of female population)","Population ages 30-34, female (% of female population)","Population ages 35-39, female (% of female population)",Population density (people per sq. km of land area),Population growth (annual %),Population in largest city,Population in the largest city (% of urban population),"Population, female (% of total)","Preprimary education, duration (years)",Primary school starting age (years),Rural population (% of total population),Rural population growth (annual %),"Secondary education, duration (years)","Total reserves (includes gold, current US$)"
10,1984,South Korea,19    ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1984,Sweden,19    ,0,55.007978538456705,26.502971824287,7335200.0,6897160.0,4492.1,8.2718,-10379875500.0,34.6742608185632,37330889552.4553,3.95906139754835,35257652200.0,4262391764.79122,5127591.0,61.52687864,0.269376597050644,290015353.034728,44.2628078173425,4.22953524448965,33484.7345724831,25.9479793954587,24.2472321719658,99.0,7.63598207628493,410340.0,13.0,6.232960665601901,4.50172714779185,82.4989785685102,2.01426289789399,0.5757159306169449,1.91249117854622,4.2632693236266395,0.715744902128292,1.78657653307581,11.268060765887899,8.06860648653474,0.402517356532183,1.02171240297181,0.529521320841229,0.338406729181291,1.21445004848873,6.422829875552349,57914.0,631.0,6.498181602795709,6.9276550376118,7.674275898833151,20.316335234196,0.0908696147250346,1007147.0,14.537930883166599,50.6058190667068,4.0,7.0,16.9,0.0908221740950142,6.0,5715950280.51136
12,1984,Yugoslavia,18    ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1984,Netherlands,13    ,0,46.5458696898727,17.3173963983405,5654900.0,1407092.0,7188.9,1.456,-7008900.0,58.796400124197504,83535520741.7582,6.47918184678645,13402999200.0,9205356593.406591,5643000.0,39.24856968,1.20846544129672,1716938277.23977,62.4574784791121,3.06167901358634,30411.125990634904,22.0056358637079,21.255445709039304,97.0,2.30710847059095,33760.0,12.0,16.773964000401403,3.81526409740996,75.7477108719518,1.08959758178064,0.47394301736118505,0.9871151968908609,2.5419888881117405,0.644088104440802,1.7415923390616,7.47832512764683,15.814476769473,5.38373020522211,2.15926982206166,5.813850847642599,0.601687421057615,3.2549540107947403,16.1433264695922,,1417.0,8.05394864530869,7.8698912408021,7.77507046386994,427.257434834123,0.39693318976802794,925462.0,9.674501086766538,50.4829918732524,2.0,6.0,33.681,-0.792472408260541,6.0,22783967390.7851
14,1984,Finland,12    ,0,46.8508221812047,18.226751391559397,2991300.0,3646600.0,3059.2,1.0108,-152000000.0,29.464652884219998,15594578551.6423,2.37018206288086,1268000000.0,1254451919.27186,2104000.0,43.12162882,0.257309564048535,136184676.073096,51.9796737303369,3.2141281238717996,27922.283931564398,18.9708026468279,27.208493775468195,95.0,8.45794404047437,304590.0,13.0,21.551905773705002,3.50336522482313,70.9395476235696,1.16640354209202,0.335780589715588,0.8288424101419691,3.22152022695978,0.532085371065002,1.42391446275106,7.50854660272542,26.3295608384265,1.4451879549684399,0.6111747779468101,0.6185839332467321,0.118627019095487,0.8055040359762808,4.7179407058186795,52010.0,390.0,7.49613429652126,8.084395245382959,8.21206258078329,16.0274565809777,0.534342930873442,713995.0,19.4969532383874,51.5973476519052,4.0,7.0,24.985,-2.6678344274542205,6.0,3145826967.05818
15,1984,New Zealand,11    ,0,54.6132441040855,15.7902326936271,3764900.0,1118316.0,4804.1,1.9286,-460000000.0,31.8112196055907,6892046043.76231,-2.57754164273406,-1077000000.0,-558436171.31598,1259761.0,38.83852625,5.82879105167079,1262834207.73106,37.7194706574208,4.79308363421166,24734.009949433,17.6694428489374,29.018284510817498,83.0,7.79944968968449,263310.0,11.0,6.145488592856281,3.46395231341139,75.8793373566575,8.60286824076907,0.0988217407829722,1.9738391226557601,6.00346710422634,0.738845472833292,0.5573323692187889,17.9751740504862,2.1187649996756797,2.6256729584225202,5.716416942336379,0.123240578582085,0.706525264318609,0.7845235778685871,8.61678666407213,0.0,591.0,7.95357256427191,7.68792348523764,6.90834372936083,12.255896092058801,0.8651865247522341,803961.0,29.788237595690997,50.423153133763,2.0,5.0,16.367,0.6149366081094311,7.0,1793573439.6701102
16,1984,Brazil,8    ,0,69.8674327102667,6.47684428458,12948400.0,32711289.0,1677.3,6.71679e-10,1.9074999930000002e-06,13.547584918489001,28317692072.5525,5.6231976253696905,7.8947992325,11753827695.2235,6700000.0,5.023834081,0.7625921739929742,1594000000.0,1.82364198901269e-08,5.26914314976872,7439.11081055545,8.28479429422943,15.7405601052384,68.0,212.785781721096,8358140.0,11.0,6.29134572907529,5.22019395301181,68.5949645090946,2.42443116238131,1.08426021208265,9.67287786825726,4.9259947321861395,1.87224755244393,5.1338782344788205,15.4408118935728,2.71448023032353,27.7265282963542,3.5123153259947,16.6499341547715,0.0451679201257601,8.09426222771864,28.447571353150703,0.0,257282.0,8.377466043560059,7.13748697793532,5.7396575387987605,15.8887843467566,2.22205702146524,13134858.0,14.332206036129199,50.3161854830437,3.0,7.0,30.99,-0.540338941718931,7.0,11960814096.9956
17,1984,Switzerland,8    ,0,47.234719963613394,20.5085441124877,6254500.0,1118200.0,6162.9,2.3497,0.0,48.0909451084721,51113594288.6326,3.0687244931038906,7663787000.0,3261602332.21262,3184401.0,49.63005794,0.731169938833946,777125995.866917,66.4117407833226,3.00845643150276,55973.701105354005,10.5509380185685,26.8320005475231,,3.7596379065828502,39529.0,13.0,4.75853316928601,6.54564307325642,82.7324713110631,1.5770209934148898,1.2825869953803701,3.0008279747119504,3.5962733399880804,0.9688077937956059,2.0834784223599603,12.5089955196509,6.716405267954861,3.22352215705607,0.833494272268019,2.81660076640815,0.348983374161,0.955807862629302,7.1778764869910505,0.0,551.0,7.2808293416739,7.332046524400769,7.539740402398161,162.96554428394302,0.3591116524145129,806007.0,19.707370101196197,51.301446162113,2.0,7.0,36.510999999999996,-4.35140774973589,7.0,40970392723.1673
18,1984,Mexico,6    ,0,89.7881254640261,7.37873711261136,14440200.0,23638106.0,2340.5,0.1678,-855000.0,17.3811366778736,30526865315.8522,7.828492587104731,2307141000.0,13749350417.1633,3499957.0,4.5840292080000005,0.8779713370492479,1542000000.0,0.454020645001233,3.6101809119739596,7333.35342865162,9.235007232175711,19.8608662948038,52.0,59.0934780781475,1943950.0,12.0,3.67349114949883,0.18168545039946202,89.325672195154,0.40192266679790706,0.0311695129353479,6.29788211362108,0.197680332037338,0.0410125170201946,0.0311695129353479,0.702954541726135,8.89325105851078,0.228867195408572,0.48414214413351797,0.17957272255134102,0.0897863612756705,0.17781220566358302,0.989410490920134,0.0,108933.0,7.578810906351251,6.11203612308614,4.47878547385287,38.9827953393863,2.11247630153698,14019126.0,27.0316094607508,50.1948354933124,2.0,6.0,31.563000000000002,0.48463237152000604,6.0,8018704802.993071
19,1984,Denmark,6    ,0,51.176928307174606,22.6627276510203,3229200.0,9300369.0,5555.4,10.3566,0.0,36.2926768703982,21450862252.0905,1.67677074603556,10264000000.0,991058841.704807,2465993.0,48.20810399,-0.0259822147211308,-15356842.1248586,53.0584985355647,4.16615126247693,40130.8556446144,25.130650565485396,20.602683421305002,86.0,5.95923663592117,42380.0,13.0,3.5155926252420495,4.60206595691779,87.84215998734209,1.0889848280504,0.26979749804731196,1.19227011645809,3.45738869675942,0.611109855362924,2.02269639273776,8.6422473874159,6.70926671475832,2.6241059589888196,1.5858201091335202,0.6821146034426071,0.553917040701672,1.5219320799798601,7.080371261105139,30600.0,421.0,6.90215245779283,7.11434488671762,7.72416680545532,120.613945257197,-0.0523767271552282,1063876.0,24.7057891900039,50.70062772976439,1.0,7.0,15.757,-0.7416823949301049,6.0,3511129160.54667
20,1984,Spain,5    ,0,55.3030923983849,18.0916579369438,14283900.0,21032473.0,2772.1,0.9662,-38267100.0,21.4052734448062,36739040260.8156,1.21085396453847,2008009800.0,2078254812.66818,8881727.0,23.16810004,1.03232148243665,1771829759.7617102,32.0704070395493,1.78468752199581,17867.0904536737,14.9498684754592,20.4587999521187,95.0,10.8647337079974,499440.0,11.0,6.436460581439639,12.6347271574709,70.9943814237548,1.42708355005025,1.5950931185709398,4.79164817938683,10.309936681155,0.929381209337715,3.5160152563048195,22.569157994805604,4.05566357678922,18.0431107618052,1.50729507508728,13.733040415818902,0.272997366100879,6.11502307523157,33.1870248732475,,4741.0,7.291868966474331,6.304652673078199,6.08645567488333,76.7466842864008,0.41525570237356496,4342874.0,15.314690222046499,50.921433997789705,3.0,6.0,26.018,-0.47629281584572797,7.0,16464821364.9284
21,1984,Belgium,4    ,0,48.59007588437161,20.506314952934698,2031600.0,,,1.4324,-322753700.0,63.7408387796952,53412069812.9014,0.19524150865318202,234346300.0,163603951.410221,2924966.0,29.58968094,,,57.012546586624296,2.46638267874985,28292.3925990391,23.1643832522207,19.8490773556255,95.0,5.43871741902848,,12.0,,,,,,,,,,,,,,,,,,0.0,1208.0,7.52448074365781,7.152316180934879,6.836403771599281,,-0.0015017077867829599,1672369.0,17.7065898872788,51.1256393613402,3.0,6.0,4.16500000000001,-2.3272907326611296,6.0,15102823617.199
22,1984,Austria,3    ,0,48.7736273560952,21.2121021330213,1514000.0,5353319.0,5091.4,1.4541,1030391100.0,32.7510176204109,22265892373.2893,-1.0444167617672,-1032484200.0,-710050340.416753,2640843.0,34.9013117,0.169502455427598,115236829.38044299,59.8075204414042,0.0512752312559854,28951.8826477363,18.1129246024235,23.8382484773253,90.0,4.94977323017613,82580.0,10.0,12.144413874609999,6.12017969132233,76.79071806634849,1.2117091643845201,1.84139127340657,0.958184278915498,5.30623137481653,0.34819959207274104,1.3991523754455701,11.0648680590414,10.896591030527599,3.58402328622825,0.770949208950135,3.0405422597208305,0.271231635888067,1.72000549587555,8.686536631537171,0.0,991.0,6.9325859854752805,6.09559977669687,6.583662321601571,91.56495519496251,-0.00629490409206624,1534007.0,30.960612185791103,52.509722245591604,3.0,6.0,34.474000000000004,-0.122262456986106,8.0,10759891540.7682
23,1984,Kenya,3    ,0,112.520382061676,6.11251997806761,479200.0,1739552.0,1343.1,14.413874999416699,3468327700.0,26.749892652163897,1656202769.96755,-5.30411227373474,-4733527700.0,-328400773.573488,106100.0,0.560117205,0.17368386846640502,10753527.417594,7.24789149081239,1.7552169769687,837.769633949675,17.381833339683098,19.8110319511086,58.0,10.1907199755477,569140.0,12.0,11.273591681456098,7.39355071892941,56.536812985677,0.6053557113531999,,,3.01547215799302,7.16649598947207,21.402271474048604,10.787323858818299,3.6037134620997406,21.9781142425345,6.90276950387219,6.4562451439393,1.30392309732379,1.5853913701720903,14.830192803101498,0.0,55436.0,7.015151567747611,5.578952052241809,4.00608684099327,33.274305091893,3.75723421736462,1039923.0,34.365566325331805,50.1982232304383,3.0,6.0,84.021,3.63828835029146,7.0,414388461.981152
24,1984,Portugal,3    ,0,56.5575185175556,18.7758476008383,2311800.0,1469416.0,1491.8,0.7302,-62950000.0,29.174996821645102,7358066009.31252,-6.05407786769289,-1114917400.0,-1526865790.19447,1324736.0,13.33883506,0.7859553469509379,198221489.400355,19.8324584574775,-1.8799795771840502,12302.9427244873,13.1512333431359,23.046449365352302,78.0,24.675724541042598,91500.0,12.0,6.29809402062647,3.85078959256447,81.9111696350477,0.43540527292125203,0.6824232754394899,0.675310694822234,3.5532145980911403,0.306225430359185,6.1381570726925005,11.7907363443258,4.44358757619185,12.579300435453698,0.7368927417258141,7.2184591192203795,0.315380547890492,6.549641350396461,22.209020310708198,0.0,2445.0,7.012218482282929,6.51835558592912,6.15637521196787,109.24843715847,0.38455307981377507,2514473.0,56.17662415189589,51.8006312011585,3.0,6.0,55.223,-0.552687010167343,6.0,6773536263.17101
25,1984,Jamaica,3    ,0,80.32224457537,12.6407311145404,826000.0,9044.0,2041.5,3.9428,99599.9999988,55.5783524192628,1319189408.54215,-6.0319486249281,-564499899.999999,-143172339.454195,66901.0,2.94713258,0.513994347683803,12200000.0,1.78497805598933,-1.54234579969575,3617.54439550358,16.471657134619,23.122294665219698,58.0,35.9191957218216,10830.0,12.0,6.3916074315257,0.6700379436915079,88.30044835202699,0.00013459982798142,,4.64382866518697,0.6634425521204179,0.000538399311925679,,0.6641155512603261,15.644479224414198,0.000929594223670511,0.28099098124585903,0.00050705139472937,0.0560291791175954,0.00692970239463472,0.345724542639642,0.0,1874.0,7.79277790402215,5.805031641429269,4.70154109942777,213.199168975069,1.53980696570355,534001.0,47.96240975629029,50.316097566891095,3.0,6.0,51.78,1.14658738981677,7.0,96929406.287093
26,1984,Norway,3    ,0,56.085374396126205,24.2141063119567,6113900.0,1407200.0,4284.6,8.1615,0.0,42.2602006768203,26225816332.782,8.744170618733781,44288000000.0,5426453470.56301,1657403.0,40.09361288,-0.290782174019293,-180453470.796221,37.6306338846829,6.05244518264439,53787.177309229104,18.1858926011775,27.5263284671245,90.0,6.20999795495921,365245.0,13.0,1.89503264784993,0.607810772364807,93.0766809972933,0.812315256889948,0.151332262496528,1.65335513024818,0.32394397432526195,0.48335503520349604,1.6039846956933101,5.02828635485673,5.957867349717129,0.6875404276652729,0.5751713268629859,0.259673466918105,0.19138762873825302,0.8810890006497242,4.536038067193839,39050.0,421.0,7.262029518742759,7.154699936128139,7.15030157461342,11.335128475406899,0.282202672828762,658230.0,22.3361867059936,50.5450472601441,4.0,7.0,28.82,-0.171244461226218,6.0,9730069918.236841
27,1984,Turkey,3    ,0,75.2238803034935,7.83563035118338,2575400.0,26314243.0,1971.1,0.00036668,3624500.0,15.606602688536197,9362386822.29737,-4.066899727691379,-894600.0,-2439729464.38311,1941088.0,4.032324356,0.188365011751549,113000000.0,0.0058720238765843,6.7120157120601105,5544.02417789937,8.33564424401398,16.1803146778439,56.0,48.2368326072076,769630.0,11.0,5.21616370064854,30.1647829390637,58.5701428006651,0.6211955104570009,1.14930281984349,0.17860597615035395,33.4087104760676,0.6646553633664279,0.19122335280147798,35.0643906788429,7.177094471063071,20.859575815902602,0.818268797364147,32.447937507203896,0.305679433921421,1.0404533276608001,35.5937555932683,0.0,111218.0,8.077041104275299,6.9007909541305805,5.32226814776544,62.5158907526993,2.18668243633511,5187754.0,21.2943664617363,50.525467455369395,2.0,6.0,49.36600000000001,-1.43763696999899,6.0,2442157927.26788
28,1984,Venezuela,3    ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1984,Morocco,2    ,0,82.78588938960479,6.069506315091361,1000700.0,3759130.0,837.5,8.8105,16699.999972,25.634179299362696,3800197491.62931,-9.09432091880079,-11878390000.0,-1348208387.7192,215421.0,0.989254092,0.316964971498771,46989196.5550045,52.1796462897271,6.41838632127609,1415.04943444763,15.851528630314,31.112852302227804,45.0,6.20115343818426,446300.0,12.0,8.964769897629811,5.7414922069538,66.53140274831689,4.61219219773126,4.84552245688463,1.77487780134649,4.05053951858342,7.535737342064,1.68495803744351,20.4532878354699,7.301029914617421,23.2885091832347,2.2325907573865096,8.47913552693544,0.534664919429145,0.91832347099654,6.99901717889392,0.0,61072.0,7.94810835637735,5.6691308732857095,3.6347748331766896,49.378467398610795,2.33728075816024,2354891.0,24.2511455721022,50.188532206798804,2.0,7.0,55.937,1.06539493738104,7.0,265729346.698837
30,1984,Greece,2    ,0,54.2349296460427,19.5887287160946,6878400.0,5513055.0,3596.1,0.3308,-158314500.0,16.8009614993221,8067825876.662641,-7.29656238106329,-1159060700.0,-3503811064.08706,2926885.0,29.58685544,1.0099953136993,485000000.0,11.6044563981405,2.01058039862868,18320.5841977454,18.5488115277785,29.805274076950997,60.0,21.9184541072079,128900.0,12.0,7.19005827307352,16.9544323670996,76.1759489622575,0.658739091970112,2.94459696880335,0.17735283245349198,11.5366563799255,0.33061558462056,0.986031906895993,16.633992764669,9.972505866616359,19.713208843063,0.488195753142111,12.7263708379881,0.139696483421907,1.8565429465994798,18.051795809953397,0.0,1843.0,7.0249327391550604,6.44820560119571,6.389035647698099,76.7711481768813,0.49815657620002596,3042104.0,43.7120334740539,50.416429913696604,2.0,6.0,29.673000000000002,-0.150174219054582,6.0,2220066693.6971397
