,Year,Medals,Host country,Adjusted net national income (current US$),Adjusted net national income per capita (current US$),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: consumption of fixed capital (% of GNI),Adjusted savings: education expenditure (% of GNI),Adjusted savings: energy depletion (% of GNI),Adjusted savings: energy depletion (current US$),Adjusted savings: mineral depletion (% of GNI),Adjusted savings: mineral depletion (current US$),Adjusted savings: net forest depletion (% of GNI),Adjusted savings: net forest depletion (current US$),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)",Cereal yield (kg per hectare),Coal rents (% of GDP),DEC alternative conversion factor (LCU per US$),"Death rate, crude (per 1,000 people)",Discrepancy in expenditure estimate of GDP (current LCU),Exports of goods and services (% of GDP),External balance on goods and services (% of GDP),External balance on goods and services (current LCU),External balance on goods and services (current US$),Fixed telephone subscriptions (per 100 people),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)",GDP deflator (base year varies by country),GDP growth (annual %),General government final consumption expenditure (% of GDP),Gross capital formation (% of GDP),"Immunization, DPT (% of children ages 12-23 months)","Inflation, GDP deflator (annual %)",Land area (sq. km),Lower secondary school starting age (years),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Natural gas rents (% of GDP),Net income from abroad (current US$),Number of infant deaths,"Population ages 25-29, female (% of female population)","Population ages 30-34, female (% of female population)","Population ages 35-39, female (% of female population)",Population density (people per sq. km of land area),Population growth (annual %),Population in largest city,Population in the largest city (% of urban population),"Population, female (% of total)","Preprimary education, duration (years)",Primary school starting age (years),Rural population (% of total population),Rural population growth (annual %),"Secondary education, duration (years)"
10,1984,19,0,85241959049,2109.638466,1.053692018,1002406274,10.35668685,3.4,0.03449119,32812420.39,0.005659847,5384368.318,0,0,9.9318,54.54493646,6.780925601,5715.7,0.150881501,805.98,5.9,67400000000,29.4217757,0.889467167,6.93E+11,859202461.6,13.88316955,0.114081705,110200000,32.89875729,10.44291111,10.7181757,32.24829042,76,4.421288767,96460,12,3.777944107,6.928737188,82.11030339,3.229058795,0.052291066,3.066717249,1.896832802,4.51070258,1.35615001,14.1117525,6.161375739,11.64755011,6.529993894,1.200865877,1.382073208,0.681078363,14.04634337,0,-1464676543,16747,9.661081925,7.06150541,5.91406988,418.8882024,1.234018311,9113693,35.63185572,49.91142273,1,6,36.699,-3.054293822,6
11,1984,19,0,92123348891,10993.02475,0.329430246,350625787.9,13.42046268,5.7,0.000866245,921979.7301,0.024234626,25793882.11,0,0,12.3282,55.00797854,26.50297182,4492.1,1.54E-05,8.2718,10.9,-10379875500,34.67426082,3.959061398,35257652200,4262391765,61.478663,0.269376597,290015353,44.26280782,4.229535244,25.9479794,24.24723217,99,7.635982076,410340,13,6.232960666,4.501727148,82.49897857,2.014262898,0.575715931,1.912491179,4.263269324,0.715744902,1.786576533,11.26806077,8.068606487,0.402517357,1.021712403,0.529521321,0.338406729,1.214450048,6.422829876,0,-2399671607,631,6.498181603,6.927655038,7.674275899,20.31633523,0.090869615,1007147,14.53793088,50.60581907,4,7,16.9,0.090822174,6
12,1984,13,0,1.20E+11,8281.018703,0.620006804,887093334.9,14.88939596,5.1,1.580106466,2260784730,0,0,0,0,7.535,46.54586969,17.3173964,7188.9,0,1.456,8.3,-7008900,58.79640012,6.479181847,13402999200,9205356593,39.08569804,1.208465441,1716938277,62.45747848,3.061679014,22.00563586,21.25544571,97,2.307108471,33760,12,16.773964,3.815264097,75.74771087,1.089597582,0.473943017,0.987115197,2.541988888,0.644088104,1.741592339,7.478325128,15.81447677,5.383730205,2.159269822,5.813850848,0.601687421,3.254954011,16.14332647,2.135363849,1148766484,1417,8.053948645,7.869891241,7.775070464,427.2574348,0.39693319,925462,9.674501087,50.48299187,2,6,33.681,-0.792472408,6
13,1984,12,0,43170318687,8843.109541,0.49159026,258411317.8,17.85749959,4.5,0,0,0.017195837,9039232.764,0,0,15.0746,46.85082218,18.22675139,3059.2,0,1.0108,9.2,-152000000,29.46465288,2.370182063,1268000000,1254451919,43.04239348,0.257309564,136184676.1,51.97967373,3.214128124,18.97080265,27.20849378,95,8.45794404,304590,13,21.55190577,3.503365225,70.93954762,1.166403542,0.33578059,0.82884241,3.221520227,0.532085371,1.423914463,7.508546603,26.32956084,1.445187955,0.611174778,0.618583933,0.118627019,0.805504036,4.717940706,0,-985980609.4,390,7.496134297,8.084395245,8.212062581,16.02745658,0.534342931,713995,19.49695324,51.59734765,4,7,24.985,-2.667834427,6
14,1984,11,0,17081297830,5293.079802,0.575837656,118004022.8,16.23691509,3.9,0.385816527,79063780.81,0.023715948,4860010.804,0,0,32.4484,54.6132441,15.79023269,4804.1,0.115783993,1.9286,8.2,-460000000,31.81121961,-2.577541643,-1077000000,-558436171.3,38.84511304,5.828791052,1262834208,37.71947066,4.793083634,17.66944285,29.01828451,83,7.79944969,263310,11,6.145488593,3.463952313,75.87933736,8.602868241,0.098821741,1.973839123,6.003467104,0.738845473,0.557332369,17.97517405,2.118765,2.625672958,5.716416942,0.123240579,0.706525264,0.784523578,8.616786664,0.216064704,-904947955.1,591,7.953572564,7.687923485,6.908343729,12.25589609,0.865186525,803961,29.7882376,50.42315313,2,5,16.367,0.614936608,7
15,1984,8,0,1.70E+11,1279.290921,0.523647356,1032344581,11.54099245,2.8,0.976099179,1924330727,0.345306266,680754038.8,0.887059478,1748793408,81.0194,69.86743271,6.476844285,1677.3,0.035338552,6.72E-10,8.127,1.91E-06,13.54758492,5.623197625,7.894799233,11753827695,5.045154737,0.762592174,1594000000,1.82E-08,5.26914315,8.284794294,15.74056011,68,212.7857817,8358140,11,6.291345729,5.220193953,68.59496451,2.424431162,1.084260212,9.672877868,4.925994732,1.872247552,5.133878234,15.44081189,2.71448023,27.7265283,3.512315326,16.64993415,0.04516792,8.094262228,28.44757135,0.014792402,-11879186474,257282,8.377466044,7.137486978,5.739657539,15.88878435,2.222057021,13134858,14.33220604,50.31618548,3,7,30.99,-0.540338942,7
16,1984,8,0,91464854174,14137.11355,0.214962657,239573731.5,17.90976415,4,0,0,0,0,0.021438311,23892783.08,7.8222,47.23471996,20.50854411,6162.9,0,2.3497,9.1,0,48.09094511,3.068724493,7663787000,3261602332,49.6267321,0.731169939,777125995.9,66.41174078,3.008456432,10.55093802,26.83200055,93,3.759637907,39529,13,4.758533169,6.545643073,82.73247131,1.577020993,1.282586995,3.000827975,3.59627334,0.968807794,2.083478422,12.50899552,6.716405268,3.223522157,0.833494272,2.816600766,0.348983374,0.955807863,7.177876487,0,4082185173,551,7.280829342,7.332046524,7.539740402,162.9655443,0.359111652,806007,19.7073701,51.30144616,2,7,36.511,-4.35140775,7
17,1984,6,0,1.38E+11,1825.403818,1.025530436,1697827168,12.36021212,2.6,4.076954424,6749642667,0.25018894,414202801,0,0,94.0874,89.78812546,7.378737113,2340.5,0.054206365,0.1678,6.098,-855000,17.38113668,7.828492587,2307141000,13749350417,4.618539269,0.877971337,1542000000,0.454020645,3.610180912,9.235007232,19.86086629,52,59.09347808,1943950,12,3.673491149,0.18168545,89.3256722,0.401922667,0.031169513,6.297882114,0.197680332,0.041012517,0.031169513,0.702954542,8.893251059,0.228867195,0.484142144,0.179572723,0.089786361,0.177812206,0.989410491,0.25871883,-10076454112,108933,7.578810906,6.112036123,4.478785474,38.98279534,2.112476302,14019126,27.03160946,50.19483549,2,6,31.563,0.484632372,6
18,1984,6,0,48646571033,9516.86169,0.54265238,311044431,14.87317386,6.1959359,0.257351198,147511850.9,0,0,0,0,10.929,51.17692831,22.66272765,5555.4,0,10.3566,11.2,0,36.29267687,1.676770746,10264000000,991058841.7,48.20103681,-0.025982215,-15356842.12,53.05849854,4.166151262,25.13065057,20.60268342,86,5.959236636,42380,13,3.515592625,4.602065957,87.84215999,1.088984828,0.269797498,1.192270116,3.457388697,0.611109855,2.022696393,8.642247387,6.709266715,2.624105959,1.585820109,0.682114603,0.553917041,1.52193208,7.080371261,0.016532504,-1357399484,421,6.902152458,7.114344887,7.724166805,120.6139453,-0.052376727,1063876,24.70578919,50.70062773,1,7,15.757,-0.741682395,6
19,1984,5,0,1.43E+11,3743.167199,0.72113931,1216706244,14.96769329,2.3630329,0.120251085,202887630.4,0.007678258,12954756.45,0,0,18.7956,55.3030924,18.09165794,2772.1,0.0638519,0.9662,7.8,-38267100,21.40527344,1.210853965,2008009800,2078254813,22.95724631,1.032321482,1771829760,32.07040704,1.784687522,14.94986848,20.45879995,95,10.86473371,499440,11,6.436460581,12.63472716,70.99438142,1.42708355,1.595093119,4.791648179,10.30993668,0.929381209,3.516015256,22.56915799,4.055663577,18.04311076,1.507295075,13.73304042,0.272997366,6.115023075,33.18702487,0.00604755,-3491783378,4741,7.291868966,6.304652673,6.086455675,76.74668429,0.415255702,4342874,15.31469022,50.921434,3,6,26.018,-0.476292816,7
20,1984,4,0,70465688818,7149.977577,0.771165061,644716391.2,15.70551818,4.9,0.008308908,6946488.319,0,0,0,0,14.2482,48.59007588,20.50631495,3266.4,0.127800526,1.4324,11.2,-322753700,63.74083878,0.195241509,234346300,163603951.4,29.52611002,1.929150705,1645245645,57.01254659,2.466382679,23.16438325,19.84907736,95,5.438717419,294140,12,1.289934648,2.500683454,73.2655595,2.59080847,2.324582712,1.495157869,1.365076612,0.887598224,1.117760084,13.02609624,1.229870342,1.739981538,5.968522114,0.726301756,0.837901466,0.806136678,15.02504511,0.001969648,-74355068.42,1208,7.524480744,7.152316181,6.836403772,81.31111471,-0.001501708,1672369,17.70658989,51.12563936,3,6,4.165,-2.327290733,6
21,1984,3,0,57267202865,7573.590256,0.489948555,333604683.1,15.68992321,4.8,0.204555837,139281531.9,3.70E-05,25225.26763,0,0,26.6298,48.77362736,21.21210213,5091.4,0.012502878,1.4541,11.7,1030391100,32.75101762,-1.044416762,-1032484200,-710050340.4,34.71462188,0.169502455,115236829.4,59.80752044,0.051275231,18.1129246,23.83824848,90,4.94977323,82580,10,12.14441387,6.120179691,76.79071807,1.211709164,1.841391273,0.958184279,5.306231375,0.348199592,1.399152375,11.06486806,10.89659103,3.584023286,0.770949209,3.04054226,0.271231636,1.720005496,8.686536632,0.078868353,85212983.98,991,6.932585985,6.095599777,6.583662322,91.56495519,-0.006294904,1534007,30.96061219,52.50972225,3,6,34.474,-0.122262457,8
22,1984,3,0,4984186224,263.1880441,0.441200318,26417472.22,12.88292973,4.5,0,0,0.000355213,21268.85955,3.875422069,232046194.8,156.9528,112.5203821,6.112519978,1343.1,0,14.413875,10.495,3468327700,26.74989265,-5.304112274,-4733527700,-328400773.6,0.560256985,0.173683868,10753527.42,7.247891491,1.755216977,17.38183334,19.81103195,58,10.19071998,569140,12,11.27359168,7.393550719,56.53681299,0.605355711,2.324582712,1.495157869,3.015472158,7.166495989,21.40227147,10.78732386,3.603713462,21.97811424,6.902769504,6.456245144,1.303923097,1.58539137,14.8301928,0,-203800352.1,55436,7.015151568,5.578952052,4.006086841,33.27430509,3.757234217,1039923,34.36556633,50.19822323,3,6,84.021,3.63828835,7
23,1984,3,0,19918334145,1992.58422,0.748022256,177746082.2,16.17517365,3,1.27E-05,3012.469678,0.000984383,233910.4825,0,0,33.9244,56.55751852,18.7758476,1491.8,0.003066145,0.7302,9.7,-62950000,29.17499682,-6.054077868,-1114917400,-1526865790,13.27767559,0.785955347,198221489.4,19.83245846,-1.879979577,13.15123334,23.04644937,78,24.67572454,91500,12,6.298094021,3.850789593,81.91116964,0.435405273,0.682423275,0.675310695,3.553214598,0.30622543,6.138157073,11.79073634,4.443587576,12.57930044,0.736892742,7.218459119,0.315380548,6.54964135,22.20902031,0,-1404430567,2445,7.012218482,6.518355586,6.156375212,109.2484372,0.38455308,2514473,56.17662415,51.8006312,3,6,55.223,-0.55268701,6
24,1984,3,0,1798716854,779.0204167,1.503038958,31463254.26,12.13278499,6.9,0,0,1.806967224,37825412.91,0.133296825,2790314.827,115.1314,80.32224458,12.64073111,2041.5,0,3.9428,6.541,99600,55.57835242,-6.031948625,-564499900,-143172339.5,2.89746798,0.513994348,12200000,1.784978056,-1.5423458,16.47165713,23.12229467,58,35.91919572,10830,12,6.391607432,0.670037944,88.30044835,0.0001346,2.324582712,4.643828665,0.663442552,0.000538399,1.117760084,0.664115551,15.64447922,0.000929594,0.280990981,0.000507051,0.056029179,0.006929702,0.345724543,0,-280257659.5,1874,7.792777904,5.805031641,4.701541099,213.199169,1.539806966,534001,47.96240976,50.31609757,3,6,51.78,1.14658739,7
25,1984,3,0,47466396929,11465.0391,0.409238968,247422725.8,16.52223785,4.9,4.958565982,2997910777,0.009434347,5703933.455,0,0,17.257,56.0853744,24.21410631,4284.6,0.011610153,8.1615,10.3,0,42.26020068,8.744170619,44288000000,5426453471,40.05064438,-0.290782174,-180453470.8,37.63063388,6.052445183,18.1858926,27.52632847,90,6.209997955,365245,13,1.895032648,0.607810772,93.076681,0.812315257,0.151332262,1.65335513,0.323943974,0.483355035,1.603984696,5.028286355,5.95786735,0.687540428,0.575171327,0.259673467,0.191387629,0.881089001,4.536038067,1.7603996,-1598725724,421,7.262029519,7.154699936,7.150301575,11.33512848,0.282202673,658230,22.33618671,50.54504726,4,7,28.82,-0.171244461,6
26,1984,3,0,49617833443,1031.253381,1.001674378,585848934,14.89546612,1.7,0.252111943,147452621.8,0.016708207,9772123.047,0,0,80.1926,75.2238803,7.835630351,1971.1,0.216968195,0.00036668,9.825,3624500,15.60660269,-4.066899728,-894600,-2439729464,4.034342944,0.188365012,113000000,0.005872024,6.712015712,8.335644244,16.18031468,56,48.23683261,769630,11,5.216163701,30.16478294,58.5701428,0.62119551,1.14930282,0.178605976,33.40871048,0.664655363,0.191223353,35.06439068,7.177094471,20.85957582,0.818268797,32.44793751,0.305679434,1.040453328,35.59375559,0.002851783,-1475673612,111218,8.077041104,6.900790954,5.322268148,62.51589075,2.186682436,5187754,21.29436646,50.52546746,2,6,49.366,-1.43763697,6
27,1984,3,0,45747185248,2681.894821,1.055226712,570083668.3,6.640390976,4.3,8.653462301,4675011993,0.027959042,15104804.61,0,0,100.2624,74.22263989,5.944439457,2030.1,0.000867535,0.007,5.4,-3.00E-09,26.81107764,8.032710605,31539900,4505700000,6.429586256,0.032090195,18000000,1.340520878,1.442164633,10.67419207,18.12008507,33,14.60905093,882050,13,18.89524046,0.180191376,68.55971169,0.068348453,0.049707966,12.21573257,0.155337393,0.055921461,1.117760084,0.329315273,3.953189667,0.085628657,0.328243185,0.726301756,0.014271443,0.806136678,0.3996004,0.457247109,-2067142857,16323,8.134158057,6.539599901,5.398773282,19.33879599,2.615960821,2678755,19.28717332,49.53189727,3,7,18.578,-0.118421679,5
28,1984,2,0,12912629511,589.2946499,0.75836389,108944040.8,9.859146569,5.1,0.044405846,6379196.47,0.211109451,30327283.43,0,0,61.422,82.78588939,6.069506315,837.5,0.055755769,8.8105,9.39,16699.99997,25.6341793,-9.094320919,-11878390000,-1348208388,0.977515257,0.316964971,46989196.56,52.17964629,6.418386321,15.85152863,31.1128523,45,6.201153438,446300,12,8.964769898,5.741492207,66.53140275,4.612192198,4.845522457,1.774877801,4.050539519,7.535737342,1.684958037,20.45328784,7.301029915,23.28850918,2.232590757,8.479135527,0.534664919,0.918323471,6.999017179,0.007359654,-459060234.9,61072,7.948108356,5.669130873,3.634774833,49.3784674,2.337280758,2354891,24.25114557,50.18853221,2,7,55.937,1.065394937,7
29,1984,2,0,42358863665,4280.48863,0.718059921,348921434.9,12.54677667,1.8,0.275020472,133638621.3,0.006137053,2982132.031,0,0,40.2926,54.23492965,19.58872872,3596.1,0.087510801,0.3308,8.9,-158314500,16.8009615,-7.296562381,-1159060700,-3503811064,29.4976604,1.009995314,485000000,11.6044564,2.010580399,18.54881153,29.80527408,60,21.91845411,128900,12,7.190058273,16.95443237,76.17594896,0.658739092,2.944596969,0.177352832,11.53665638,0.330615585,0.986031907,16.63399276,9.972505867,19.71320884,0.488195753,12.72637084,0.139696483,1.856542947,18.05179581,0.008227565,534524486.1,1843,7.024932739,6.448205601,6.389035648,76.77114818,0.498156576,3042104,43.71203347,50.41642991,2,6,29.673,-0.150174219,6
