,Year,Country,Medals,Host country,Adjusted net national income (current US$),Adjusted net national income per capita (current US$),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: consumption of fixed capital (% of GNI),Adjusted savings: education expenditure (% of GNI),Adjusted savings: energy depletion (% of GNI),Adjusted savings: energy depletion (current US$),Adjusted savings: mineral depletion (% of GNI),Adjusted savings: mineral depletion (current US$),Adjusted savings: net forest depletion (% of GNI),Adjusted savings: net forest depletion (current US$),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)",Cereal yield (kg per hectare),Coal rents (% of GDP),DEC alternative conversion factor (LCU per US$),"Death rate, crude (per 1,000 people)",Discrepancy in expenditure estimate of GDP (current LCU),Exports of goods and services (% of GDP),External balance on goods and services (% of GDP),External balance on goods and services (current LCU),External balance on goods and services (current US$),Fixed telephone subscriptions (per 100 people),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)",GDP deflator (base year varies by country),GDP growth (annual %),General government final consumption expenditure (% of GDP),Gross capital formation (% of GDP),"Immunization, DPT (% of children ages 12-23 months)","Inflation, GDP deflator (annual %)",Land area (sq. km),Lower secondary school starting age (years),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Natural gas rents (% of GDP),Net income from abroad (current US$),Number of infant deaths,"Population ages 25-29, female (% of female population)","Population ages 30-34, female (% of female population)","Population ages 35-39, female (% of female population)",Population density (people per sq. km of land area),Population growth (annual %),Population in largest city,Population in the largest city (% of urban population),"Population, female (% of total)","Preprimary education, duration (years)",Primary school starting age (years),Rural population (% of total population),Rural population growth (annual %),"Secondary education, duration (years)"
10,1984,"Korea, Rep.",19    ,0,85241959049.4377,2109.63846640425,1.05369201823553,1002406273.94842,10.3566868485538,3.4,0.0344911902074556,32812420.3861754,0.00565984677840928,5384368.31832965,0.0,0.0,9.9318,54.5449364581181,6.78092560148323,5715.7,0.150881500948327,805.98,5.9,67400000000.0,29.4217756975735,0.889467167422767,692500000000.0,859202461.599543,13.8831695496032,0.114081705105349,110200000.0,32.8987572897092,10.4429111120963,10.7181756996285,32.2482904248378,76.0,4.42128876702866,96460.0,12.0,3.7779441066601,6.9287371878343,82.1103033907168,3.22905879498142,0.0522910664301607,3.06671724887472,1.89683280187838,4.51070258003438,1.35615001042404,14.1117525026231,6.16137573911368,11.6475501095406,6.52999389445571,1.2008658771904,1.38207320776155,0.68107836319173,14.046343366669,0.0,-1464676542.84225,16747.0,9.66108192460297,7.06150541000085,5.91406988001247,418.888202363674,1.23401831140412,9113693.0,35.631855717479,49.9114227329907,1.0,6.0,36.699,-3.05429382162226,6.0
11,1984,Sweden,19    ,0,92123348891.1287,10993.0247528528,0.329430245876744,350625787.896453,13.4204626783054,5.7,0.000866245494991917,921979.730139697,0.0242346262599821,25793882.1135494,0.0,0.0,12.3282,55.0079785384567,26.502971824287,4492.1,1.53778226640092e-05,8.2718,10.9,-10379875500.0,34.6742608185632,3.95906139754835,35257652200.0,4262391764.79122,61.4786629961968,0.269376597050644,290015353.034728,44.2628078173425,4.22953524448965,25.9479793954587,24.2472321719658,99.0,7.63598207628493,410340.0,13.0,6.2329606656019,4.50172714779185,82.4989785685102,2.01426289789399,0.575715930616945,1.91249117854622,4.26326932362664,0.715744902128292,1.78657653307581,11.2680607658879,8.06860648653474,0.402517356532183,1.02171240297181,0.529521320841229,0.338406729181291,1.21445004848873,6.42282987555235,0.0,-2399671607.14717,631.0,6.49818160279571,6.9276550376118,7.67427589883315,20.316335234196,0.0908696147250346,1007147.0,14.5379308831666,50.6058190667068,4.0,7.0,16.9,0.0908221740950142,6.0
12,1984,Netherlands,13    ,0,119513765317.604,8281.01870285494,0.62000680394059,887093334.942117,14.8893959607495,5.1,1.58010646617536,2260784729.67438,0.0,0.0,0.0,0.0,7.535,46.5458696898727,17.3173963983405,7188.9,0.0,1.456,8.3,-7008900.0,58.7964001241975,6.47918184678645,13402999200.0,9205356593.40659,39.0856980423073,1.20846544129672,1716938277.23977,62.4574784791121,3.06167901358634,22.0056358637079,21.2554457090393,97.0,2.30710847059095,33760.0,12.0,16.7739640004014,3.81526409740996,75.7477108719518,1.08959758178064,0.473943017361185,0.987115196890861,2.54198888811174,0.644088104440802,1.7415923390616,7.47832512764683,15.814476769473,5.38373020522211,2.15926982206166,5.8138508476426,0.601687421057615,3.25495401079474,16.1433264695922,2.13536384908401,1148766483.51648,1417.0,8.05394864530869,7.8698912408021,7.77507046386994,427.257434834123,0.396933189768028,925462.0,9.67450108676654,50.4829918732524,2.0,6.0,33.681,-0.792472408260541,6.0
13,1984,Finland,12    ,0,43170318686.6298,8843.1095410097,0.491590259828991,258411317.808176,17.8574995906312,4.5,0.0,0.0,0.0171958365472199,9039232.76373884,0.0,0.0,15.0746,46.8508221812047,18.2267513915594,3059.2,0.0,1.0108,9.2,-152000000.0,29.46465288422,2.37018206288086,1268000000.0,1254451919.27186,43.0423934843963,0.257309564048535,136184676.073096,51.9796737303369,3.2141281238718,18.9708026468279,27.2084937754682,95.0,8.45794404047437,304590.0,13.0,21.551905773705,3.50336522482313,70.9395476235696,1.16640354209202,0.335780589715588,0.828842410141969,3.22152022695978,0.532085371065002,1.42391446275106,7.50854660272542,26.3295608384265,1.44518795496844,0.61117477794681,0.618583933246732,0.118627019095487,0.805504035976281,4.71794070581868,0.0,-985980609.418283,390.0,7.49613429652126,8.08439524538296,8.21206258078329,16.0274565809777,0.534342930873442,713995.0,19.4969532383874,51.5973476519052,4.0,7.0,24.985,-2.66783442745422,6.0
14,1984,New Zealand,11    ,0,17081297829.6825,5293.07980220089,0.575837655742421,118004022.763744,16.236915088067,3.9,0.385816526691326,79063780.8144265,0.0237159476674618,4860010.80427218,0.0,0.0,32.4484,54.6132441040855,15.7902326936271,4804.1,0.115783992696262,1.9286,8.2,-460000000.0,31.8112196055907,-2.57754164273406,-1077000000.0,-558436171.31598,38.8451130360563,5.82879105167079,1262834207.73106,37.7194706574208,4.79308363421166,17.6694428489374,29.0182845108175,83.0,7.79944968968449,263310.0,11.0,6.14548859285628,3.46395231341139,75.8793373566575,8.60286824076907,0.0988217407829722,1.97383912265576,6.00346710422634,0.738845472833292,0.557332369218789,17.9751740504862,2.11876499967568,2.62567295842252,5.71641694233638,0.123240578582085,0.706525264318609,0.784523577868587,8.61678666407213,0.216064703813499,-904947955.0653546,591.0,7.95357256427191,7.68792348523764,6.90834372936083,12.2558960920588,0.865186524752234,803961.0,29.788237595691,50.423153133763,2.0,5.0,16.367,0.614936608109431,7.0
15,1984,Brazil,8    ,0,170038632264.606,1279.2909206571,0.523647356387401,1032344580.74994,11.5409924477534,2.8,0.976099179321014,1924330727.07241,0.345306266368712,680754038.832598,0.887059478234641,1748793408.36568,81.0194,69.8674327102667,6.47684428458,1677.3,0.0353385522058615,6.71679e-10,8.127,1.907499993e-06,13.547584918489,5.62319762536969,7.8947992325,11753827695.2235,5.04515473730542,0.762592173992974,1594000000.0,1.82364198901269e-08,5.26914314976872,8.28479429422943,15.7405601052384,68.0,212.785781721096,8358140.0,11.0,6.29134572907529,5.22019395301181,68.5949645090946,2.42443116238131,1.08426021208265,9.67287786825726,4.92599473218614,1.87224755244393,5.13387823447882,15.4408118935728,2.71448023032353,27.7265282963542,3.5123153259947,16.6499341547715,0.0451679201257601,8.09426222771864,28.4475713531507,0.0147924022331745,-11879186473.896,257282.0,8.37746604356006,7.13748697793532,5.73965753879876,15.8887843467566,2.22205702146524,13134858.0,14.3322060361292,50.3161854830437,3.0,7.0,30.99,-0.540338941718931,7.0
16,1984,Switzerland,8    ,0,91464854173.703,14137.1135511402,0.214962656915805,239573731.506096,17.9097641461233,4.0,0.0,0.0,0.0,0.0,0.0214383108722592,23892783.0840242,7.8222,47.2347199636134,20.5085441124877,6162.9,0.0,2.3497,9.1,0.0,48.0909451084721,3.06872449310389,7663787000.0,3261602332.21262,49.626732100042,0.731169938833946,777125995.866917,66.4117407833226,3.00845643150276,10.5509380185685,26.8320005475231,93.0,3.75963790658285,39529.0,13.0,4.75853316928601,6.54564307325642,82.7324713110631,1.57702099341489,1.28258699538037,3.00082797471195,3.59627333998808,0.968807793795606,2.08347842235996,12.5089955196509,6.71640526795486,3.22352215705607,0.833494272268019,2.81660076640815,0.348983374161,0.955807862629302,7.17787648699105,0.0,4082185172.57522,551.0,7.2808293416739,7.33204652440077,7.53974040239816,162.965544283943,0.359111652414513,806007.0,19.7073701011962,51.301446162113,2.0,7.0,36.511,-4.35140774973589,7.0
17,1984,Mexico,6    ,0,137929081758.826,1825.40381782333,1.02553043578419,1697827168.26687,12.3602121174322,2.6,4.07695442448729,6749642667.00418,0.2501889397147,414202801.034069,0.0,0.0,94.0874,89.7881254640261,7.37873711261136,2340.5,0.0542063646970018,0.1678,6.098,-855000.0,17.3811366778736,7.82849258710473,2307141000.0,13749350417.1633,4.61853926872186,0.877971337049248,1542000000.0,0.454020645001233,3.61018091197396,9.23500723217571,19.8608662948038,52.0,59.0934780781475,1943950.0,12.0,3.67349114949883,0.181685450399462,89.325672195154,0.401922666797907,0.0311695129353479,6.29788211362108,0.197680332037338,0.0410125170201946,0.0311695129353479,0.702954541726135,8.89325105851078,0.228867195408572,0.484142144133518,0.179572722551341,0.0897863612756705,0.177812205663583,0.989410490920134,0.258718829763822,-10076454112.0381,108933.0,7.57881090635125,6.11203612308614,4.47878547385287,38.9827953393863,2.11247630153698,14019126.0,27.0316094607508,50.1948354933124,2.0,6.0,31.563,0.484632371520006,6.0
18,1984,Denmark,6    ,0,48646571032.8259,9516.86168957935,0.542652379818241,311044430.964107,14.8731738554353,6.1959359,0.25735119805353,147511850.926191,0.0,0.0,0.0,0.0,10.929,51.1769283071746,22.6627276510203,5555.4,0.0,10.3566,11.2,0.0,36.2926768703982,1.67677074603556,10264000000.0,991058841.704807,48.2010368138907,-0.0259822147211308,-15356842.1248586,53.0584985355647,4.16615126247693,25.1306505654854,20.602683421305,86.0,5.95923663592117,42380.0,13.0,3.51559262524205,4.60206595691779,87.8421599873421,1.0889848280504,0.269797498047312,1.19227011645809,3.45738869675942,0.611109855362924,2.02269639273776,8.6422473874159,6.70926671475832,2.62410595898882,1.58582010913352,0.682114603442607,0.553917040701672,1.52193207997986,7.08037126110514,0.0165325044266186,-1357399484.38677,421.0,6.90215245779283,7.11434488671762,7.72416680545532,120.613945257197,-0.0523767271552282,1063876.0,24.7057891900039,50.7006277297644,1.0,7.0,15.757,-0.741682394930105,6.0
19,1984,Spain,5    ,0,143250665487.958,3743.1671993291,0.721139310000332,1216706243.83256,14.9676932937337,2.3630329,0.120251084876332,202887630.403347,0.00767825773551305,12954756.4513576,0.0,0.0,18.7956,55.3030923983849,18.0916579369438,2772.1,0.063851900162847,0.9662,7.8,-38267100.0,21.4052734448062,1.21085396453847,2008009800.0,2078254812.66818,22.9572463071351,1.03232148243665,1771829759.76171,32.0704070395493,1.78468752199581,14.9498684754592,20.4587999521187,95.0,10.8647337079974,499440.0,11.0,6.43646058143964,12.6347271574709,70.9943814237548,1.42708355005025,1.59509311857094,4.79164817938683,10.309936681155,0.929381209337715,3.51601525630482,22.5691579948056,4.05566357678922,18.0431107618052,1.50729507508728,13.7330404158189,0.272997366100879,6.11502307523157,33.1870248732475,0.00604754958384207,-3491783378.18257,4741.0,7.29186896647433,6.3046526730782,6.08645567488333,76.7466842864008,0.415255702373565,4342874.0,15.3146902220465,50.9214339977897,3.0,6.0,26.018,-0.476292815845728,7.0
20,1984,Belgium,4    ,0,70465688817.8079,7149.97757748849,0.771165061146649,644716391.188688,15.7055181817001,4.9,0.00830890785847311,6946488.31894553,0.0,0.0,0.0,0.0,14.2482,48.5900758843716,20.5063149529347,3266.4,0.127800526204949,1.4324,11.2,-322753700.0,63.7408387796952,0.195241508653182,234346300.0,163603951.410221,29.5261100154638,1.92915070489545,1645245645.40658,57.0125465866243,2.46638267874985,23.1643832522207,19.8490773556255,95.0,5.43871741902848,294140.0,12.0,1.28993464805123,2.5006834536893052,73.2655594975925,2.590808470278185,2.32458271176841,1.49515786866658,1.365076612010645,0.8875982243138936,1.11776008422348,13.02609623882465,1.22987034227405,1.73998153794958,5.9685221137816,0.726301756224618,0.837901465609942,0.8061366782117905,15.0250451105405,0.00196964835786825,-74355068.4166434,1208.0,7.52448074365781,7.15231618093488,6.83640377159928,81.31111470799351,-0.00150170778678296,1672369.0,17.7065898872788,51.1256393613402,3.0,6.0,4.16500000000001,-2.32729073266113,6.0
21,1984,Austria,3    ,0,57267202865.0563,7573.59025616785,0.489948555241872,333604683.130645,15.6899232140131,4.8,0.204555837490612,139281531.945514,3.70470921227097e-05,25225.2676251022,0.0,0.0,26.6298,48.7736273560952,21.2121021330213,5091.4,0.0125028777797877,1.4541,11.7,1030391100.0,32.7510176204109,-1.0444167617672,-1032484200.0,-710050340.416753,34.7146218766649,0.169502455427598,115236829.380443,59.8075204414042,0.0512752312559854,18.1129246024235,23.8382484773253,90.0,4.94977323017613,82580.0,10.0,12.14441387461,6.12017969132233,76.7907180663485,1.21170916438452,1.84139127340657,0.958184278915498,5.30623137481653,0.348199592072741,1.39915237544557,11.0648680590414,10.8965910305276,3.58402328622825,0.770949208950135,3.04054225972083,0.271231635888067,1.72000549587555,8.68653663153717,0.0788683527735172,85212983.9763428,991.0,6.93258598547528,6.09559977669687,6.58366232160157,91.5649551949625,-0.00629490409206624,1534007.0,30.9606121857911,52.5097222455916,3.0,6.0,34.474,-0.122262456986106,8.0
